ID,Title,Version,Status,Priority,Severity,Type,Reproducibility,Reporter,Assignee,Description,"Expected results","Steps to reproduce",Device,Tags,Comments,"Created at","Updated at"
379,"If user logs out from a new tab and comes back to the offers page to click 'tap to Apply', he is shown -- Your cart is empty",desktop-prod,"Not a Bug",High,Major,Functional,Always,vikram1,"Varun Bhardwaj","Personalised Offer - If the user opens Offer Page as logged in User, he is shown personalised offer. if he logs out from a new tab and come back to the offers page to click 'tap to Apply', he is shown -- Your cart is empty. Instead if the condition is - 'user is not logged in' and he clicks on 'tap To Apply'. Action - Show login Pop Up.","Action - Show login Pop Up.","1. Perform login from such user having personalized offers for his account; 2. Add items to cart and go to offers page; 3. Now open another tab and go to purplle.com; 4. Now logout from this second tab; 5. Come back to first tab and click on 'click to apply' button; 6. See error is shown as 'your cart is empty',instead it should ask for login","Windows PC",,0,"05/10/2016 07:51:50 ","12/10/2016 15:14:37 "
380,"If user logs out from a new tab and comes back to the former tab and cilcks on your orders, out n users name/image is shown",desktop-prod,"Not a Bug",High,Major,Functional,Always,vikram1,kmehta,"If user is logged in with one tab and performs logout from another tab and clicks on your orders from the previous tab, user's image name is shown and out message is shown","Login should be asked","1. Perform login in one tab; 2. Open another tab and go to purplle.com; 3. Now perform logout from this second tab and go to first tab and click on your orders","Windows PC",,1,"05/10/2016 07:56:06 ","19/05/2017 07:55:19 "
381,"Guest user clicking on ""your account/orders/wishlist"" after login[social logins],directly those respectiv page is not opening",desktop-prod,Resolved,High,Major,Functional,Always,vikram1,"Jugal SA","If guest clicks on 'your account/orders/wishlist', login page is asked, but after doing social logins, directly 'account/orders/wishlist' page is not opening","Guest user clicking on ""your account/orders/wishlist"" after login[social logins], directly the account page/orders/wishlist page should open","1. Go to purplle as a guest user; 2. Click on 'your account/your orders/wishlist'; 3. Login page is asked; 4. Now perform social logins; 5. See directly those respective page didnt get open","Windows PC",,0,"05/10/2016 10:15:39 ","13/10/2016 13:39:24 "
385,"Sentiments should only show max 5 values in the order of priority on product page review snapshot",desktop-prod,Closed,,Critical,,Always,"Nikhil Teredesai","Jugal SA","Sentiments should only show max 5 values in the order of priority on product page review snapshot",,,,,0,"14/10/2016 05:21:41 ","19/05/2017 07:49:55 "
403,"T&C is not hyperlinked under offers page",desktop-prod,New,High,Major,Functional,Always,archana,kmehta,"issue link : http://screencast.com/t/rAdpn6Hq3T
check screenshoot for mock up.","T&C should be hyperlinked under offers page.","1. Open offers page. ; 2. scroll down the page and check payment gateway offers tab.","Windows PC",,0,"18/10/2016 06:49:56 ","16/12/2016 10:17:24 "
404,"when user gives only rating and enrich question, it is not getting posted on the page",desktop-prod,"Not a Bug",High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","when user gives only rating and enrich question, it is not getting posted on the page",,"1. open site; 2. login; 3. click on any product; 4. click on write a review; 5. enter rating; 6. enter enrich question; 7. click on submit","Windows PC Lenovo Generic/All Windows 8 Chrome Latest",,0,"18/10/2016 09:44:57 ","16/12/2016 10:16:55 "
405,"When user search for any product, in autosuggestion of search extra line is coming",desktop-prod,"Not a Bug",Medium,Trivial,Visual,Always,"Nirali Thakkar",iliyas,"When user search for any product, in autosuggestion of search extra line is coming","Extra line should be removed","1. open purplle.com; 2. tyoe ""lak"" in the search, autosuggestion list will come; 3. extra line is coming in the bottom of autosuggestion list","Windows PC Lenovo Generic/All Windows 8",,0,"20/10/2016 06:10:06 ","19/05/2017 07:45:58 "
406,"when any product has no reviews, filters is getting visible",desktop-prod,Closed,Medium,Trivial,Functional,Always,"Nirali Thakkar",iliyas,"when any product has no reviews, filters is getting visible","when any product has no reviews filters should not be visible","1. open app; 2. go to ""https://www.purplle.com/product/dolphin-infrared-full-body-massager-with-3-attachments""","Windows PC Lenovo Generic/All Windows 8 Chrome Latest",,0,"20/10/2016 06:15:17 ","19/05/2017 07:44:22 "
407,"For a OOS product, the button on hanging banner will also be 'Notify Me', instead of 'Add to Cart'.",desktop-prod,Closed,High,Major,Functional,Always,"Nirali Thakkar",,"For a OOS product, the button on hanging banner will also be 'Notify Me', instead of 'Add to Cart'.

Product link: https://www.purplle.com/product/l-oreal-paris-miss-paradise-nail-art-eden-blue-030

",,,"Windows PC Lenovo Generic/All Windows 8",,0,"24/10/2016 08:58:30 ","19/05/2017 07:44:08 "
408,"Lips color not changing while changing the shade",desktop-prod,"Not a Bug",High,Major,Visual,Always,"Nirali Thakkar",naved,"Lips color not changing while changing the shade

Go to link https://www.purplle.com/promotions/lakme-illuminate
",,"1. Go to link https://www.purplle.com/promotions/lakme-illuminate; 2. Click on try for the lipstick.; 3. Change the shade.; 4. Color of the lips is not changing.","Windows PC Lenovo Generic/All Windows 8 Chrome Latest",,0,"24/10/2016 09:14:43 ","07/12/2016 07:27:12 "
409," In the purplle beauty quiz winner page. Beside name ? is coming.",desktop-prod,"Not a Bug",High,Major,Visual,Always,"Nirali Thakkar",naved," In the purplle beauty quiz winner page. Beside name ? is coming.",,,"Windows PC Lenovo Generic/All Windows 8 Chrome Latest",,0,"24/10/2016 09:15:56 ","07/12/2016 07:21:43 "
417,"notify me is getting collided with multi seller",desktop-prod,Resolved,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","notify me is getting collided with multi seller

Product name: https://www.purplle.com/product/ponds-dream-flower-fragrant-talc-50-g",,"1. open purplle.com; 2. search for the product which is out of stock","Windows PC Lenovo Generic/All Windows 8",,0,"26/10/2016 11:36:47 ","16/12/2016 10:15:35 "
418,"while creating new story, it is not getting displayed on the page and also the image is broken",desktop-prod,"Not a Bug",High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","while creating new story, it is not getting displayed on the page and also the image is broken",,"1. go to purplle.com/stories; 2. create story and post; 3. see the activity","Windows PC Lenovo Generic/All Windows 8 Chrome Latest",,0,"26/10/2016 11:43:05 ","16/12/2016 10:15:19 "
419,"when after applying filters and clear , instead of resetting the filters data, the filter and data dispappears",desktop-prod,Resolved,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","when after applying filters and clear , instead of resetting the filters data, the filter and data dispappears",,"1. search for Lakme; 2. choose category sindoor; 3. choose category face blush; 4. choose range lakme absolute; 5. choose shade peach; 6. clear category filter","Windows PC Lenovo Generic/All Windows 8 Chrome Latest",,0,"26/10/2016 11:54:23 ","16/12/2016 10:15:10 "
449,"cod charge popup is coming incorrect. It is coming of shipping ",desktop-prod,Closed,High,Major,Functional,Always,"Nirali Thakkar",,"cod charge popup is coming incorrect. It is coming of shipping ",,"1. add product to cart; 2. on checkout page click on review order; 3. click on i icon","Windows PC Lenovo Generic/All Windows 8",,2,"05/11/2016 09:06:30 ","10/02/2017 07:38:47 "
450,"cod text should be capital and remove - sign from review order page",desktop-prod,Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar",,"cod text should be capital and remove - sign from review order page",,,"Windows PC Lenovo Generic/All Windows 8",,1,"05/11/2016 09:09:11 ","10/02/2017 07:38:47 "
502,"OOS Shade does not have x mark on it.",desktop-prod,Closed,High,Major,Functional,Always,archana,rupakshukla,https://www.purplle.com/product/lakme-lip-love-lip-care-peach-3-8-g,"oos products should have cross mark on it.","1. open link https://www.purplle.com/product/lakme-lip-love-lip-care-peach-3-8-g; 2. click on cherry shade",,,0,"21/11/2016 07:34:44 ","11/01/2017 11:25:17 "
527,"'i' symbol absent of taxes field on cart page for dekstop and mobile site. Refer the screenshot",desktop-prod,"Not a Bug",Low,Minor,Visual,Always,vikram1,"Varun Bhardwaj","When user applies a coupon on cart page, taxes field is shown in summary section. 'i' symbol is not shown on this 'taxes' field","'i' symbol should be present","1. Go to cart page and apply a coupon; 2. See the 'taxes' field is shown; 3. 'i' symbol is not shown on this taxes field","Windows PC",,2,"02/12/2016 07:11:47 ","16/12/2016 09:50:27 "
570,"New Arrival  widgets are not coming on the 'Category Page'",desktop-prod,Closed,High,Major,Functional,Always,"Nikhil Teredesai",kmehta,,,,,,0,"16/12/2016 14:01:57 ","19/05/2017 06:46:07 "
579,"In 0 wallet page, the share options are working but the message posted is generic and not the refer and earn",desktop-prod,New,High,Major,Functional,Always,"Nirali Thakkar",kmehta,"In 0 wallet page, the share options are working but the message posted is generic and not the refer and earn

abcdef@gmail.com
123456","the message posted should be of refer and earn and not generic","1. open desktop or mobile site; 2. login; 3. go to purplle wallet page","Windows PC Lenovo Generic/All Windows 8",,0,"19/12/2016 08:36:54 ","19/12/2016 08:36:54 "
580,"error message is not coming when coupon is not applicable for some of the products in the cart",desktop-prod,Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar",kmehta,"error message is not coming when coupon is not applicable for some of the products in the cart

use coupon code: hellodec","error message should come as: This coupon is not applicable for these products.","1. add random items in the cart; 2. use coupon : hellodec","Windows PC Lenovo Generic/All Windows 8",,0,"19/12/2016 10:36:03 ","18/05/2017 09:42:43 "
582,"when user changes quantity from review order, the quantity and the amount associated with it is not getting updated",desktop-prod,Closed,High,Major,Functional,Always,"Nirali Thakkar",,"when user changes quantity from review order, the quantity and the amount associated with it is not getting updated",,"1. open site; 2. login; 3. add item in the cart; 4. proceed; 5. click on review order; 6. change the quantity","Windows PC Lenovo Generic/All Windows 8",,0,"26/12/2016 13:43:12 ","18/05/2017 09:37:46 "
583,"the amount In netbanking, on the button is showing full amount instead of wallet deducted amount",desktop-prod,Closed,High,Major,Functional,Always,"Nirali Thakkar","Varun Bhardwaj","After wallet deduction, the amount should be refreshed on the 'Button'.",,"1. open site; 2. login; 3. add items in the cart; 4. use wallet+ netbanking; 5. the amount on the button is showing full amount instead of wallet deducted amount","Windows PC Lenovo Generic/All Windows 8",,0,"27/12/2016 12:04:01 ","18/05/2017 09:35:24 "
594,"new one does not get auto selected.",desktop-prod,Resolved,High,Major,Functional,Always,"Nikhil Teredesai",kmehta,"On PG, user clicks on 'Add New Address' and then adds new address, then the new one does not get auto selected.
 The new address should get auto seleced.",,,,,1,"02/01/2017 13:05:43 ","10/01/2017 14:18:51 "
595,"saved cards should get auto -selected.",desktop-prod,New,Critical,Major,Functional,Always,"Nikhil Teredesai",kmehta,"Payment Gateway> Saved cards - One of the saved cards should get auto -selected (first in sequence) with 
focus on cvv and 'make payment' button highlighted",,,,,0,"02/01/2017 13:07:06 ","18/05/2017 14:50:08 "
